ID,rating,claim description,content,title,content type
1013,FALSE,Bong Go has no ties to ex-DBM official Christopher Lao,,,Article
1014,FALSE,EU reports 1.5 million injuries related to COVID-19 vaccines,"It is inconceivable that all of these gene therapy ""vaccines"" are not summarily terminated by every nation on earth. The EU counterpart to the U.S.' VAERS database reports deaths and injuries that are likely understated because not all cases are reported. Even still, the actually reported numbers are staggering.","Shock: European Union Reports 1.5 Million Vaccine Injuries, 15,472 Deaths",Article
1015,FALSE,Media did not report on Clark International Airport's Prix Versailles nomination,,,Article
1016,FALSE,COA chairman uses audit reports to defame Duterte administration,"#MichaelAguinaldo #NoynoyAquino #COA




Like, Comment and Share our Official FB Page:
https://web.facebook.com/entertainment.showbizfanaticz.ph/

Copyright Disclaimer under section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, education and research. Fair use is a permitted by copyright statute that might otherwise be infringing.",JUST IN: Isang Source INILABAS NA ang BAHO ng COA| Commissioner MICHAEL AGUINALDO GALAMAY ni AQUINO!,Article
1017,FALSE,"House-to-house distribution of P10,000 pandemic aid ongoing",,,Article
1018,FALSE,Media did not report on deficiencies in OVP spending flagged by COA,,LENI UMALINGASAW ANG BAHO SA COA PERO DI BINALITA NG MEDIA! SINAMPAL NG INTERNATIONAL RELATION,Article
1019,FALSE,Duterte orders investigation into COA,,,Article
1020,FALSE,"Media did not report on agencies with highest COA rating, other than OVP",,,Article
1021,FALSE,Drilon laughs at Pangilinan's 2022 LP plans,,KIKO PANGILINAN: 'MALAKAS ANG CHANCE NG OTSO DIRETSO SA 2022! BABAWI SILA SA 2022!'/ DRILON NATAWA?,Article
1022,FALSE,"P10,000 gov’t monthly allowance for mothers now approved",,,Article
1023,FALSE,,"This is very alarming, kaya pala ayaw nila idisclose no. of deaths. No wonder people doesn’t take this epidemic seriously. 👏 Mayor Joy, so how? Kapag di mo kilala may-ari ng funeral parlor di mo ipapa-cremate? 
ccto: east ave nurse https://t.co/ZM4LC91YxF","This is very alarming, kaya pala ayaw nila idisclose no. of deaths. No wonder people doesn’t take this epidemic seriously. 👏 Mayor Joy, so how? Kapag di mo kilala may-ari ng funeral parlor di mo ipapa-cremate? ccto: east ave nurse https://t.co/ZM4LC91YxF",Article
1024,FALSE,PH-developed COVID-19 cure already approved,,,Article
1025,FALSE,Barangay captain slams man to wall for not wearing face shield,,,Article
1026,FALSE,Barangay captain slams man to wall for not wearing face shield,,,Article
1027,FALSE,Barangay captain slams man to wall for not wearing face shield,,,Article
1028,FALSE,Barangay captain slams man to wall for not wearing face shield,,,Article
1029,FALSE,Barangay captain slams man to wall for not wearing face shield,,,Article
1030,FALSE,Barangay captain slams man to wall for not wearing face shield,,,Article
1031,FALSE,Barangay captain slams man to wall for not wearing face shield,,,Article
1032,FALSE,Video of FBI seizing coronavirus-positive masks from China,See FBI Returning Coronavirus Tested Positive Face Mask Supplied From China (Video),See FBI Returning Coronavirus Tested Positive Face Mask Supplied From China (Video),Article
1033,FALSE,Vaccination programs do not impede COVID-19 transmission rates,,,Article
1034,FALSE,"Drinking hot water with salt kills, flushes out coronavirus",,,Article
1035,FALSE,,"IF you manage to plod through the Sandiganbayan's laboriously worded—deliberately so, I suspect—70-page decision on the Imelda Marcos graft case, you will be astonished as I was as to how the Yellows and Reds have managed to weave a colossal web of propaganda lies about it. (The decision is downloadable at the Sandiganbayan website.)",Imdelda convicted on a law that doesn't exist; SC likely to reverse Sandiganbayan,Article
1036,FALSE,CHED says LET is 'toughest exam to pass',"The Commission on Higher Education (CHED). On Wednesday said licensed teachers are now the smartest and most intelligent professionals in the Philippines. This is after the Philippine Regulations Commission (PRC), released the result of March 2017 Licensure Examination for Teachers (LET) result, where only 10.9% for elementary teachers have passed, while only 25.46% for the […]","Not Bar, CHED says LET is now the toughest PH license exam to pass",Article
1037,FALSE,,Ariel Casilao of Anakpawis humingi ng Tawad https://t.co/z4hfmeSltJ,Ariel Casilao of Anakpawis humingi ng Tawad https://t.co/z4hfmeSltJ,Article
1038,FALSE,Sinisiraan ng US si Bongbong Marcos dahil sa papalapit na eleksiyon,,,Article
1039,FALSE,"Vaccines do not protect vs COVID-19, kill people instead",,,Article
1040,FALSE,Online McDelivery websites offering special promos,,,Article
1041,FALSE,Online McDelivery websites offering special promos,,,Article
1042,FALSE,,Share this story! Visit and follow our website: Balitang Pinoy © Pinoy Balita Share It ...,BREAKING NEWS: COMMANDER NG NPA SUMUKO AT SINABING ISA DIN SI TITO SOTTO SA FINANCIER NILA!,Article
1043,FALSE,Ikinakampanya na ni Sara Duterte ang Marcos-Duterte para sa susunod na halalan,,,Article
1044,FALSE,Philippines filed case with ICC over West PH Sea in 2010 – Bongbong Marcos,,,Article
1045,FALSE,,"Libro nina Ninoy, Cory and Noynoy’ tatangalin na sa mga Pangunahing Bookstores dahil sa hindi na buminta mula noong 2016 elections |","Libro nina Ninoy, Cory and Noynoy’ tatangalin na sa mga Pangunahing Bookstores dahil sa hindi na buminta mula noong 2016 elections |",Article
1046,FALSE,"Marcos gold bars, jewelry ‘taken by Aquinos,’ opposition","On March 5, 1986, the late President Corazon Cojuangco Aquino discussed the recovery of the Marcos wealth with the late US Democrat Congressman Stephen Solarz of New York who came to Manila to talk about the Military Bases Agreement, among other things.","To destroy the Marcoses, Stephen Solarz, and the Aquino regime had to spread fake news",Article
1047,FALSE,"Marcos gold bars, jewelry ‘taken by Aquinos,’ opposition",It has been reported that the Marcoses pledged on giving back portions of their wealth back to the Philippine treasury. Comes after such an...,Where are the recovered Marcos wealth? Here’s what you need to know,Article
1048,FALSE,"Marcos gold bars, jewelry ‘taken by Aquinos,’ opposition",Kumpirmadong meron ngang idinepositong tone toneladang gold bars ang mga Aquino sa thailand na nagkakahalaga ng milyon milyong pes...,"Ito na! Isiniwalat sa Publiko ang Gold Bars ng mga Marcos na deniposito nina Ex-Pnoy, De Lima, Mar at Drilon sa bansang Thailand",Article
1049,FALSE,VACC filed complaints vs Hontiveros for 'stealing PhilHealth funds',,,Article
1050,FALSE,,Share this story! Visit and follow our website: Balitang Pinoy © Pinoy Balita Share It...,BREAKING NEWS! SUMOKO NA ANG PINAKAMATAPANG NA LEADER NG ABU SAYAFF NA SI RADULLAN SAHIRON!,Article
1051,FALSE,Asymptomatic transmission of COVID-19 is a myth,,,Article
1052,FALSE,"P10,000 monthly allowance for 4Ps beneficiaries, solo parents",,,Article
1053,FALSE,,"MANILA – Three church bells taken by American soldiers as war booty from Balangiga town, Eastern Samar in 1901, arrived in the Philippines on Tuesday. The Balangiga Bells, seen by historians as a symbol of Filipino resistance to foreign invaders, were airlifted to the Philippine Air Force headquarters in Villamor Airbase. They will be returned [&hellip","US diplomat: ""We returned the Balangiga Bells because of Pres. Duterte"" - InsiderPh",Article
1054,FALSE,,Loading... Rappler’s star reporter Pia Rañada exposed the cost of President Rodrigo Duterte’s foreign trips which ran in...,Cost of Leni's foreign trips,Article
1055,FALSE,,"Loading... Last week, Rappler’s star reporter Pia Rañada exposed the cost of President Rodrigo Duterte’s foreign tr...",SHOCKING! EXPOSED VP LENI ROBREDO'S EXPENSES FOR L.A TRIP!,Article
1056,FALSE,,"Lawyer Trixie-Cruz Angeles appealed to netizens that instead of blaming the Duterte admin, we should instead blame ex-President Noynoy Aquino for signing Republic Act 10592 in 2013.",Why blame Duterte? PNoy signed Republic Act 10592 that will allow convicted r@pist Mayor Antonio Sanchez to walk free says lawyer Trixie Angeles - Pinoy Trending News,Article
1057,FALSE,Si Bongbong Marcos ang nag-iisang senador na hindi tumanggap ng PDAF,"Maraming mga taong natatakot na makabalik ang mga Marcoses sa malakanyang at gagawin nila ang lahat ng paraan para hadlangan ang kanyang kandidatura at sirain ang kanyang emahe at ang kanyang pamilya sa publiko, na walang habas nilang ginagawa sa loob ng mahigit 30 years. 

Kasaysayan ng hindi isa, o dalawa, kundi apat na henerasyon ng mga lalaking Aquino
https://youtu.be/ww7MHxdi6Gs

BAKIT SA MAHABANG PANAHON AY HINDI HINABOL NG MGA AQUINO ANG HUSTISYA PARA SA KANILANG AMA?
https://youtu.be/Rav-YDQ7Go0

BONGBONG MARCOS ANG KARAPAT DAPAT NA TATAYONG LEADER PAGKATAPOS NI PANGULONG DUTERTE
https://youtu.be/RuJVfg3ROcI

BAKIT SI PANG. DUTERTE ANG SINISISI NILA? PAGITAN NG 2010-2016 NAGSIMULA ANG RECLAMATION SA SPRATLY
https://youtu.be/GULXJwZOKts​

DAPAT ITONG MALAMAN NG MGA PILIPINO | BAKIT HINDI ITO ISINULAT SA MGA AKLAT NG KASAYSAYAN
https://youtu.be/kf84OfS9jk8​​​

THE PRESIDENTS' SPEECH (Part 1)
https://youtu.be/xquSCB6X90w​​​​​

BAKIT GINAWA ITO NI CORY SA MGA PILIPINO?
https://youtu.be/kisEzfOFpMY​​​​​​​

ANG SCOUT RANGER NA BUDYGUARD NI DATING PANG. FERDINAND E. MARCOS, KILALA MO BA! 
https://youtu.be/k-s1QF1nnos​​​​​​​​​​

#KapatidAvinidz
#Kapayapaan
#Maharlika

Maaari mo ring bisitahin ang Facebook Page natin:
https://www.facebook.com/KapatidAvinidz/

FAIR-USE COPYRIGHT DISCLAIMER: 

* Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, commenting, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favour of fair use.",KUNG IKAW AY PILIPINO DAPAT MO ITONG MALAMAN l KapatidAvinidz,Article
1058,FALSE,Ateneo to ‘delete all videos of bullying incident’,,ATENEO BALAK IPADELETE LAHAT NG VIDEO NI MONTES,Article
1059,FALSE,,"Nung una sinabi ng IATF na bwal daw mag back ride ang mga nakamotorsiklo kahit pa ang pasahero mo e yung kasama mo mismo sa bahay o katabi matulog.

Walang sense diba? Watch this, ito ang tama.

SUBSCRIBE TO ME: https://tinyurl.com/y42hz7do
for riding videos, tips, bike walkarounds, reviews, sound check, and commentary on different topics about the motorcycle industry.

Instagram: pinoyrider
Twitter: The Pinoy Rider
Facebook: The Pinoy Rider
Official Site: http://www.pinoyrider.com

The Pinoy Rider - Journeying the Philippines SOLO on a motorbike
Author of ""Epic Ride by The Pinoy Rider""",PWEDE NA MAG BACK RIDE SA MOTOR,Article
1060,FALSE,Proyekto ni Bongbong Marcos ang Bangui Wind Farm sa Ilocos Norte,,,Article
1061,FALSE,,Regalo Ni Pangulong Duterte At Ng SSS.,"50,000 Pesos Bonus Para Sa Mga Miyembo At P20,000 Para Sa Kanilang Mga Anak. Panoorin Kung Paano Makukuha Online...",Article
1062,FALSE,"Robredo diskalipikado na sa halalan sa 2022, ayon sa Comelec","bongbong marcos sara duterte tandem
sara duterte,
sara duterte song,
sara duterte interview,
sara duterte coc,
sara duterte speech,
sara duterte for president 2022,
sara duterte news,
sara duterte jingle,
sara duterte run for president,
sara duterte andrew e,
sara duterte ad,
sara duterte and marcos,
sara duterte and imee marcos,
sara duterte and kitty duterte,
sara duterte accomplishments,
sara duterte and xi jinping,
sara duterte and gwen garcia,
sara duterte biography,
sara duterte big bike,
sara duterte birthday,
sara duterte beauty,
sara duterte background,
sara duterte bong go,
sara duterte binibirocha,
sara duterte bioderm,
sara duterte commercial,
sara duterte campaign,
sara duterte carpio,
sara duterte cebu,
sara duterte campaign jingle,
sara duterte carpio husband,
sara duterte colonel,
sara duterte debate,
sara duterte dancing,
sara duterte di na tatakbo,
andrew e sara duterte,
andrew e sara duterte song,
sara duterte jingle andrew e,
sarah elago vs duterte,
andre e sara duterte,
binibirocha andrew e sara duterte,
sara duterte us embassy,
sara duterte for mayor,
sara duterte family,
sara duterte for president 2022 andrew e,
sara duterte for vice president,
sara duterte federalism,
sara duterte for president 2022 latest news,
sara duterte for president 2022 song,
sara duterte gma news,
sara duterte gloria arroyo,
sara duterte gwen garcia,
sara duterte gibo teodoro,
sara duterte gown,
toni gonzaga sara duterte,
sara duterte husband,
sara duterte house,
sara duterte haircut,
sara duterte house tour,
sara duterte hindi tatakbo,
sara duterte hindi na tatakbo,
sara duterte hugpong,
sara duterte hukbong,
sara duterte in china,
sara duterte in japan,
sara duterte israel,
sara duterte in zamboanga,
sara duterte in singapore,
sara duterte in cebu city,
sara duterte jingle song,
sara duterte japan,
juana change sara duterte,
sara duterte latest news today,
sara duterte latest interview,
sara duterte life,
sara duterte leni robredo,
sara duterte line up,
sara duterte lifestyle,
sara duterte lilipad na ang agila,
sara duterte leni,
sara duterte motorcade,
sara duterte music,
sara duterte mayor,
sara duterte mother,
sara duterte military,
sara duterte movement,
sara duterte manny pacquiao,
sara duterte mom,
sara duterte news today,
sara duterte new haircut,
sara duterte nagsalita na,
sara duterte nanawagan,
sara duterte pacquiao,
sara duterte political ad,
sara duterte party,
sara duterte pulse asia survey,
sara duterte piano,
sara duterte pdp laban,
sara duterte promotion,
sara duterte profile,
quiboloy sara duterte,
sara duterte rap song,
sara duterte rap,
sara duterte range,
sara duterte running mate,
sara duterte run sara run,
sara duterte rappler,
sara duterte run song,
sara duterte survey,
sara duterte song for president,
sara duterte song andrew e,
sara duterte statement,
sara duterte song agila,
sara duterte song for president andrew e,
sara duterte latest news,
sara duterte tattoo,
sara duterte to pacquiao,
sara duterte tatakbo,
sara duterte theme song,
sara duterte to bong go,
sara duterte to isko moreno,
sara duterte tatakbo na pangulo,
sara duterte tatakbo bilang presidente,
sara duterte vice president,
sara duterte vs isko,
sara duterte vs isko moreno,
sara duterte vs leni robredo,
sara duterte visit,
sara duterte visits cebu,
sara duterte vs bong go,
sara duterte visit gwen garcia,
sara duterte with andrew e,
sara duterte wedding,
sara duterte website,
sara duterte young,
yorme vs sara duterte,
yorme sara duterte,
sara duterte zamboanga,
sara duterte 2021,
sara duterte 2016,
sara duterte sona 2021
bongbong marcos for president live,
bongbong marcos for president 2022 survey,
bongbong marcos for president tunying,
bongbong marcos for president 2022,
bongbong marcos interview for president,
bongbong marcos declare for president,
bongbong marcos for president",DISQUALIFICATION PARA KAY LENI ROBREDO AYON SA COMELEC DAHIL SA PANGHIHINGI NITO NG DONATION!,Article
1063,FALSE,"Robredo diskalipikado na sa halalan sa 2022, ayon sa Comelec",,,Article
1064,FALSE,"Robredo diskalipikado na sa halalan sa 2022, ayon sa Comelec",,,Article
1065,FALSE,Sara Duterte wants to lock up Trillanes in mental hospital,,,Article
1066,FALSE,Sara Duterte declares presidential candidacy in January 2021,"#SarahDuterte #LeniRobredo #Media


Like, Comment and Share our Official FB Page:
https://web.facebook.com/entertainment.showbizfanaticz.ph/

Copyright Disclaimer under section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, education and research. Fair use is a permitted by copyright statute that might otherwise be infringing.","JUST IN: Mayor SARAH Duterte, OPISYAL ng KANDIDATO sa 2022 Presidential Election| LENI NAGULANTANG!!",Article
1067,FALSE,Sara Duterte declares presidential candidacy in January 2021,"BREAKING NEWS!
MAGANDANG BALITA PO SA MGA SUPPORTER NI MAYOR INDAY SARAH DUTERTE.
ANO KAYA ANG MASASABI DITO NI V.P LENIE?

CTTO: RTVM/DZRH

📺 ABOUT THIS CHANNEL: KABISNES NEWS channel is about selected video clips of latest news, speeches and interviews of President Rody Duterte, and a news vlog magazine where you can find latest news and crucial updates happening in the Philippines – 24News

We do our responsibility to share what's happening in the Philippines 24/7.

#TrendingNews #Duterte
#ProtectThePresident
#kabisnesNews #HatawBalita
#KabisnesChannel

PLEASE LIKE AND FOLLOW US ON OUR OFFICIAL FB PAGE:
https://www.facebook.com/Kabisnes45-760970910942437
DON'T FORGET TO SUBSCRIBE ON MY YOUTUBE CHANNEL
https://www.youtube.com/channel/UChKdDgma2eiYqr2jEZODbjw?view_as=subscriber
MARAMING MARAMI PONG SALAMAT SA INYONG PATULOY NA PAGTITIWALA AT SUPORTA...

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing.

(NO COPYRIGHT INTENTIONS, FOR SUPPORT AND EDUCATIONAL PURPOSES ONLY)

Mabuhay Pilipinas kong Mahal. To God Be The Glory.",BREAKING NEWS : MAYOR INDAY SARAH KOMPIRMADO NANG TATAKBO SA 2022 ELECTION!,Article
